node_id,x_coord,y_coord
42426816,-73.9758273,40.7472955
42426851,-73.9692725,40.74693
42426865,-73.974504,40.7374172
42426875,-73.9749044,40.7369776
42426928,-73.9479808,40.7624373
42426931,-73.949099,40.7629715
42426957,-73.9348501,40.806301
42426968,-73.9342503,40.8179047
42426971,-73.9343644,40.8188825
42427009,-73.9367296,40.7904084
42427016,-73.9311538,40.847737
42427030,-73.9521462,40.7652696
42427036,-73.9510157,40.7665323
42427070,-73.9558339,40.7566077
42427086,-73.9441039,40.8353715
42427112,-73.9445746,40.8363811
42427115,-73.9442977,40.8370771
42427122,-73.9440172,40.8377866
42427126,-73.9437512,40.8384634
42427128,-73.943465,40.839174
42427133,-73.9430682,40.8401941
42427136,-73.9422847,40.8421541
42427139,-73.9420178,40.8428216
42427143,-73.9416342,40.8434507
42427146,-73.9411456,40.8440509
42427150,-73.9408022,40.844695
42427152,-73.9405244,40.8453757
42427156,-73.9402488,40.8460446
42427159,-73.9400565,40.8465308
42427164,-73.9397798,40.8472122
42427168,-73.9395229,40.847842
42427185,-73.9386594,40.8499781
42427190,-73.938284,40.850909
42427196,-73.937819,40.852128
42427206,-73.937435,40.85338
42427212,-73.9369042,40.8551136
42427216,-73.935602,40.857109
42427236,-74.0058474,40.7116883
42427242,-74.0042501,40.710185
42427249,-74.0064696,40.706993
42427251,-74.005691,40.706375
42427254,-74.0052131,40.7059974
42427256,-74.0044743,40.705408
42427278,-74.0035719,40.7135983
42427300,-74.0021357,40.7151767
42427305,-74.0016903,40.7157474
42427307,-74.000818,40.71693
42427311,-74.000274,40.717619
42427316,-73.9999554,40.718016
42427319,-73.9994292,40.7186723
42427322,-73.999234,40.718913
42427324,-73.9985112,40.7198029
42427327,-73.997655,40.720836
42427335,-73.9842558,40.7152112
42427337,-73.9836386,40.7161377
42427340,-73.9833624,40.7166776
42427345,-73.9831071,40.717175
42427346,-73.9825206,40.7183141
42427352,-73.9819415,40.7194618
42427358,-73.9813453,40.7206496
42427369,-73.9909583,40.7396792
42427371,-73.9941671,40.7410305
42427374,-73.997007,40.742228
42427381,-73.9998517,40.7434266
42427386,-74.0027323,40.7446399
42427390,-74.005535,40.745816
42427393,-74.0078599,40.746795
42427411,-74.0166109,40.7081724
42427412,-74.017398,40.708457
42427423,-73.9923179,40.7435682
42427426,-73.9951595,40.744765
42427427,-73.998,40.7459612
42427477,-74.0008813,40.7471747
42427483,-74.003684,40.748355
42427494,-74.0082779,40.7502334
42427504,-73.9112343,40.8716544
42427507,-73.9126036,40.8722414
42427519,-73.9522263,40.8123183
42427523,-73.95177,40.81294
42427531,-73.951322,40.813567
42427538,-73.95086,40.814187
42427649,-73.9497399,40.8179231
42427735,-73.9485312,40.8214875
42427742,-73.9808938,40.714251
42427744,-73.9808346,40.7135531
42427750,-73.9806225,40.7115207
42427762,-73.9734832,40.7636536
42427764,-73.974136,40.7639258
42427768,-73.927319,40.855598
42427769,-73.928716,40.856182
42427773,-73.9297266,40.8566083
42427780,-73.932043,40.857841
42427782,-73.932977,40.8581161
42427786,-73.986846,40.745301
42427787,-73.9886122,40.7460455
42427797,-73.9900676,40.7466658
42427805,-73.9929251,40.7478724
42427812,-73.9957293,40.7490535
42427821,-74.0014254,40.7514485
42427824,-74.0042702,40.7526451
42427828,-74.0070387,40.7537821
42427834,-73.9371434,40.8134253
42427844,-73.9300037,40.8621121
42427846,-73.9296676,40.8622107
42427849,-73.9286059,40.8626215
42427852,-73.927766,40.862926
42427855,-73.926923,40.863238
42427859,-73.926011,40.863575
42427863,-73.923767,40.864403
42427867,-73.921884,40.8651
42427870,-73.919996,40.865797
42427873,-73.918596,40.866315
42427877,-73.917205,40.866813
42427881,-73.9424535,40.8272063
42427883,-73.941997,40.827823
42427888,-73.94154,40.828447
42427891,-73.941078,40.829083
42427894,-73.9402064,40.8302773
42427915,-73.9717224,40.7820388
42427926,-73.9096352,40.8745523
42427934,-73.9110993,40.8746713
42427936,-73.9122655,40.8750497
42427939,-73.9128004,40.8756706
42427956,-74.0094775,40.7045537
42427965,-73.9588108,40.7599137
42427968,-73.9583585,40.7605386
42427970,-73.9579018,40.7611816
42427972,-73.9574532,40.7617963
42427975,-73.9569924,40.7624245
42427979,-73.9565339,40.7630516
42427985,-73.9560793,40.7636731
42427991,-73.9556211,40.7642988
42427996,-73.9551668,40.7649208
42428003,-73.954703,40.7655543
42428005,-73.9542439,40.7661832
42428007,-73.9537482,40.7668593
42428010,-73.953249,40.7675414
42428012,-73.9527843,40.7681847
42428013,-73.9523229,40.7688236
42428014,-73.9518686,40.7694526
42428015,-73.9514069,40.7700849
42428016,-73.9509363,40.7707159
42428020,-73.9504381,40.771399
42428022,-73.9499424,40.7720657
42428024,-73.9494729,40.7727099
42428027,-73.9490092,40.773343
42428029,-73.9485506,40.7739762
42428032,-73.9480817,40.7746141
42428034,-73.9476241,40.7752458
42428037,-73.9471206,40.775932
42428039,-73.9466301,40.7766012
42428043,-73.9461727,40.7772273
42428045,-73.9457099,40.7778754
42428047,-73.9452617,40.7784886
42428049,-73.944779,40.779149
42428052,-73.9442883,40.7797423
42428061,-73.9759984,40.7812798
42428063,-73.9788209,40.7824641
42428065,-73.9805809,40.7832069
42428068,-73.9816706,40.7836663
42428072,-73.983303,40.7843526
42428080,-73.9313827,40.8474237
42428082,-73.932849,40.848038
42428086,-73.934239,40.848626
42428090,-73.935471,40.849145
42428094,-73.936397,40.849541
42428103,-73.9396399,40.8501784
42428107,-73.9406064,40.8503748
42428124,-73.9402247,40.8513418
42428130,-73.938652,40.854677
42428134,-73.937921,40.8556073
42428144,-73.936584,40.8573519
42428170,-73.9903368,40.7371276
42428174,-73.9901393,40.7378047
42428179,-73.9899563,40.7384914
42428183,-73.9897504,40.7391754
42428192,-73.9895652,40.7398661
42428198,-73.9894381,40.7406183
42428201,-73.9891378,40.7413643
42428206,-73.9891036,40.7422193
42428212,-73.9891678,40.7430453
42428216,-73.9890293,40.7438037
42428220,-73.9888931,40.7445356
42428223,-73.9887531,40.7452886
42428227,-73.9884704,40.7468077
42428232,-73.9883219,40.7475513
42428253,-73.9878205,40.7506824
42428258,-73.9876732,40.751444
42428264,-73.9875229,40.7521844
42428268,-73.9873363,40.7529083
42428272,-73.987107,40.753627
42428277,-73.9868871,40.754331
42428283,-73.9866613,40.755051
42428287,-73.9864171,40.7558122
42428297,-73.9855335,40.7579634
42428303,-73.9851384,40.7594263
42428305,-73.9848631,40.7601316
42428307,-73.9845109,40.7608012
42428308,-73.9840983,40.7614503
42428310,-73.9836782,40.7620858
42428312,-73.9832608,40.7627381
42428313,-73.9829033,40.763382
42428315,-73.9825176,40.764058
42428321,-73.9822551,40.7647849
42428328,-73.9820384,40.7654683
42428329,-73.9818927,40.7663007
42428332,-73.9817493,40.7671354
42428345,-74.0142192,40.7045995
42428365,-74.0132769,40.7058713
42428368,-74.0119439,40.7074505
42428371,-74.0112329,40.7082967
42428373,-74.0109934,40.7085817
42428374,-74.0108222,40.7087855
42428376,-74.0099714,40.709798
42428377,-74.0095316,40.7103215
42428379,-74.0094602,40.7104064
42428385,-74.0090583,40.7108847
42428391,-74.0086478,40.7113846
42428402,-74.0058865,40.7146812
42428405,-74.00542,40.715236
42428408,-74.004976,40.71576
42428411,-74.0045303,40.7162869
42428420,-74.003533,40.717449
42428425,-74.003043,40.7180338
42428428,-74.0025285,40.7186389
42428431,-74.002091,40.719153
42428433,-74.0018769,40.7194058
42428434,-74.001425,40.719938
42428436,-74.0006449,40.7208634
42428438,-73.9998554,40.7217891
42428441,-73.998812,40.723021
42428444,-73.997785,40.724235
42428447,-73.9967146,40.7255012
42428454,-73.99527,40.727211
42428458,-73.9947496,40.7278266
42428460,-73.994252,40.728412
42428464,-73.993747,40.729008
42428468,-73.993262,40.72958
42428471,-73.992841,40.730079
42428473,-73.9923997,40.7306011
42428476,-73.991921,40.731166
42428480,-73.9914619,40.7317445
42428483,-73.991289,40.732449
42428489,-73.991114,40.733214
42428491,-73.990953,40.7339814
42428493,-73.9907352,40.7347874
42428524,-74.0132,40.7040559
42428529,-74.0133173,40.705045
42428570,-73.9822001,40.7689504
42428575,-73.9822476,40.7706115
42428579,-73.9822554,40.771427
42428588,-73.9822863,40.7726558
42428590,-73.9823112,40.7730852
42428595,-73.9823188,40.7739227
42428598,-73.9822972,40.7747214
42428601,-73.9822622,40.7755283
42428604,-73.9822243,40.7763295
42428610,-73.9822172,40.7771434
42428634,-73.9820522,40.7787867
42428637,-73.9818317,40.7795842
42428640,-73.9816325,40.7803341
42428643,-73.9814257,40.7810582
42428645,-73.9811764,40.7818019
42428648,-73.9809157,40.7825317
42428653,-73.9800838,40.783893
42428657,-73.9791163,40.7852101
42428661,-73.9786335,40.7858381
42428663,-73.9781723,40.7864652
42428670,-73.9771707,40.7877015
42428674,-73.9766064,40.7883617
42428678,-73.976052,40.7890078
42428682,-73.9755873,40.7896363
42428689,-73.9746726,40.7908834
42428695,-73.9742027,40.7915225
42428701,-73.9737451,40.7921405
42428705,-73.9733006,40.7927728
42428709,-73.972839,40.7933995
42428711,-73.972399,40.7940312
42428714,-73.9718975,40.7947149
42428716,-73.9714074,40.7953849
42428720,-73.9709366,40.796004
42428723,-73.9704799,40.7966367
42428725,-73.9700162,40.7972636
42428728,-73.9695597,40.7978923
42428737,-73.9691051,40.7985155
42428742,-73.9686546,40.7991535
42428746,-73.9683098,40.7998235
42428751,-73.9680953,40.8005616
42428760,-73.9679062,40.8022515
42428770,-73.9672436,40.8036046
42428782,-73.9667983,40.8042152
42428790,-73.9663136,40.8048633
42428799,-73.9658601,40.8054904
42428807,-73.9654027,40.8061176
42428814,-73.9649437,40.8067507
42428833,-73.9644889,40.8073871
42428844,-73.9616861,40.8112589
42428858,-73.9588371,40.8151597
42428863,-73.9583906,40.8158098
42428873,-73.957044,40.8176025
42428876,-73.9565816,40.8182287
42428892,-73.9551864,40.8201617
42428912,-73.9542456,40.8214403
42428913,-73.9537902,40.8220718
42428914,-73.953329,40.8226882
42428917,-73.9528694,40.8233117
42428919,-73.9524172,40.8239367
42428922,-73.9519566,40.8245675
42428926,-73.9515053,40.8251868
42428928,-73.951049,40.8258004
42428931,-73.950564,40.8264888
42428934,-73.9500743,40.8271527
42428936,-73.9496148,40.8277777
42428939,-73.9491665,40.8284043
42428941,-73.948697,40.8290283
42428944,-73.9482489,40.8296489
42428947,-73.9477797,40.8302601
42428951,-73.9473375,40.8308954
42428953,-73.946872,40.8315206
42428956,-73.9459388,40.8328147
42428958,-73.9454338,40.8334848
42428961,-73.9449852,40.8341039
42428962,-73.9445301,40.8347297
42428964,-73.9436514,40.8359959
42428965,-73.9431927,40.8366143
42428966,-73.9427349,40.8372479
42428967,-73.9422972,40.8378398
42428970,-73.9418259,40.8384885
42428973,-73.9412769,40.8392425
42428975,-73.9407749,40.8399295
42428978,-73.9398646,40.8411223
42428980,-73.9392999,40.8416786
42428984,-73.9392536,40.8424468
42428985,-73.939177,40.843223
42428989,-73.939025,40.843942
42428994,-73.9388653,40.8446886
42428998,-73.9386774,40.8454318
42429002,-73.9384437,40.8462182
42429006,-73.938228,40.8469437
42429011,-73.9380371,40.8475489
42429013,-73.937975,40.847711
42429017,-73.9376741,40.8484003
42429023,-73.937049,40.8489496
42429029,-73.9357231,40.8501764
42429032,-73.935426,40.850774
42429035,-73.935083,40.851434
42429044,-73.934776,40.852058
42429058,-73.93443,40.852729
42429072,-73.934193,40.8532
42429083,-73.9337034,40.8541572
42429094,-73.933312,40.855335
42429100,-73.932761,40.856503
42429104,-73.932631,40.856716
42429109,-73.931818,40.858271
42429174,-73.930771,40.860641
42429184,-73.9300194,40.8634187
42429211,-73.9289023,40.8646634
42429212,-73.9281099,40.8650857
42429215,-73.9272714,40.8655306
42429216,-73.925872,40.866025
42429217,-73.925005,40.866336
42429220,-73.92311,40.867016
42429222,-73.9212171,40.867707
42429226,-73.9197555,40.8681187
42429228,-73.918561,40.868482
42429231,-73.917594,40.868885
42429236,-73.9167458,40.8693238
42429242,-73.9158491,40.8698643
42429244,-73.9151316,40.8704145
42429255,-73.9132764,40.871714
42429287,-73.9082537,40.875638
42429314,-73.9604148,40.7815342
42429324,-73.9588013,40.7808601
42429330,-73.9571181,40.7801496
42429334,-73.9555832,40.7795073
42429338,-73.9539771,40.7788275
42429340,-73.9517401,40.7778838
42429342,-73.9493698,40.776888
42429348,-73.9447748,40.7749461
42429353,-74.005951,40.707205
42429354,-74.0068357,40.707855
42429373,-73.994118,40.735313
42429374,-73.997341,40.736668
42429375,-74.0001742,40.7378614
42429378,-74.0024001,40.7387436
42429388,-74.0030301,40.7390953
42429390,-74.003865,40.739418
42429394,-74.0053043,40.7400297
42429412,-74.0074994,40.7409399
42429431,-74.0087032,40.7414615
42429452,-73.9346816,40.8429382
42429457,-73.936126,40.84355
42429466,-73.937518,40.844137
42429474,-73.9387288,40.8446487
42429479,-73.9426268,40.8462601
42429504,-74.0090334,40.7053095
42429507,-74.0090528,40.7055418
42429521,-74.0167436,40.7064989
42429530,-73.9390289,40.8108543
42429532,-73.9421726,40.8121691
42429536,-73.9451787,40.8134231
42429538,-73.947947,40.81458
42429541,-73.9593697,40.8193946
42429552,-73.9446222,40.8032304
42429557,-73.9731448,40.7985815
42429562,-74.0088463,40.7138056
42429563,-74.010128,40.714383
42429565,-74.0113427,40.714904
42429570,-74.0132124,40.7152226
42429595,-74.0155746,40.7155725
42429630,-74.0153819,40.7158285
42429633,-74.0164429,40.7163193
42429636,-73.9939293,40.7142872
42429641,-73.9928237,40.7164855
42429643,-73.9922172,40.717668
42429644,-73.9917491,40.7185836
42429645,-73.9912489,40.7195624
42429646,-73.9906322,40.7207678
42429647,-73.990042,40.7219217
42429657,-73.9918058,40.7385117
42429659,-73.995018,40.73986
42429661,-73.997862,40.741056
42429662,-74.0006951,40.7422581
42429663,-74.0035806,40.7434761
42429664,-74.006385,40.744646
42429666,-74.0081247,40.7453865
42429680,-73.967994,40.771147
42429682,-73.9663944,40.7704755
42429685,-73.9646978,40.7697588
42429688,-73.9631686,40.7691137
42429690,-73.9615751,40.7684416
42429693,-73.9593404,40.7675009
42429694,-73.9569436,40.7664881
42429700,-74.0011515,40.7317982
42429701,-74.0029381,40.7311376
42429703,-73.9121747,40.8703989
42429704,-73.9139795,40.8711588
42429705,-73.915056,40.871603
42429707,-73.916278,40.872116
42429708,-73.917176,40.872499
42429709,-73.918459,40.873022
42429727,-73.947737,40.8045555
42429735,-73.952857,40.806709
42429741,-73.9534985,40.8069824
42429744,-73.9549544,40.8075916
42429747,-73.9563424,40.808178
42429752,-73.9940925,40.720336
42429754,-73.9929178,40.7199073
42429756,-73.9921032,40.7198216
42429762,-73.9902813,40.7191052
42429766,-73.989732,40.7191021
42429769,-73.9889804,40.718874
42429773,-73.9881645,40.7186264
42429782,-73.9873747,40.7183868
42429806,-73.9839974,40.717431
42429809,-73.982289,40.716976
42429811,-73.981438,40.716718
42429812,-73.9805736,40.716454
42429814,-73.9789246,40.715957
42429819,-73.9780769,40.7156979
42429825,-73.9542758,40.8110093
42429829,-74.0061645,40.7163029
42429830,-74.0066823,40.7165394
42429832,-74.0079572,40.7171217
42429833,-74.009,40.717598
42429838,-74.010201,40.707694
42429840,-74.008996,40.706953
42429842,-74.0074544,40.7060628
42429844,-74.006766,40.705624
42429874,-73.988194,40.743451
42429876,-73.9865977,40.7427711
42429888,-73.9849234,40.7420643
42429890,-73.9833636,40.7414058
42429896,-73.981759,40.7407284
42429900,-73.9795317,40.7397942
42429910,-73.9781935,40.7392313
42429918,-73.977148,40.738796
42429946,-73.9192622,40.8709698
42429960,-73.915681,40.868889
42429970,-73.971189,40.766767
42429971,-73.9695848,40.7660912
42429974,-73.9678898,40.7653837
42429976,-73.9663609,40.764739
42429980,-73.9647558,40.764057
42429981,-73.962515,40.763113
42429986,-73.9601302,40.762118
42429999,-73.9839423,40.7754121
42430004,-74.0092662,40.7132584
42430007,-74.0105666,40.7138543
42430009,-74.011527,40.714294
42430022,-73.940776,40.8471725
42430023,-73.940691,40.8473921
42430030,-73.9949663,40.7206316
42430034,-73.9957503,40.7208958
42430038,-73.9965747,40.7211736
42430041,-73.9973979,40.7214509
42430044,-73.9977854,40.7215815
42430050,-73.9656102,40.7744064
42430052,-73.9640105,40.7737351
42430056,-73.9623161,40.7730236
42430060,-73.9607869,40.7723794
42430063,-73.9591761,40.7717042
42430068,-73.9569342,40.7707623
42430075,-73.9545659,40.7697674
42430102,-74.0045513,40.7255633
42430108,-74.004739,40.724267
42430115,-74.0053609,40.7182987
42430118,-74.0051717,40.7190194
42430122,-74.0051934,40.7198568
42430126,-74.0052198,40.7206388
42430131,-74.005248,40.721025
42430136,-74.0053546,40.7222274
42430143,-74.004786,40.723625
42430147,-74.004575,40.724173
42430154,-74.004031,40.725513
42430160,-74.00373,40.72625
42430164,-74.003445,40.726958
42430167,-74.003155,40.727664
42430187,-74.0021622,40.7297532
42430205,-74.0017,40.7305503
42430217,-74.0014113,40.7310625
42430231,-74.000954,40.731706
42430233,-74.000511,40.732315
42430235,-74.000066,40.732929
42430237,-73.9995234,40.7336634
42430241,-73.998714,40.734784
42430247,-73.998274,40.735391
42430249,-73.997805,40.736032
42430253,-73.99684,40.737361
42430255,-73.996337,40.738044
42430257,-73.995874,40.738686
42430259,-73.995446,40.739272
42430263,-73.994593,40.740442
42430265,-73.9937398,40.7416174
42430269,-73.9932916,40.7422328
42430271,-73.9927979,40.7429103
42430274,-73.991871,40.744186
42430277,-73.9914152,40.7448072
42430279,-73.990968,40.745421
42430282,-73.990518,40.746038
42430288,-73.989617,40.747277
42430292,-73.9891568,40.7478958
42430295,-73.9887,40.7485163
42430298,-73.9882543,40.7491303
42430304,-73.9877544,40.7498048
42430308,-73.9872874,40.7504574
42430311,-73.9868238,40.751088
42430314,-73.986399,40.7517
42430317,-73.985947,40.752317
42430320,-73.985488,40.752935
42430324,-73.9850397,40.7535585
42430329,-73.984596,40.754177
42430333,-73.984118,40.754842
42430338,-73.983624,40.755516
42430342,-73.9831665,40.7561421
42430344,-73.9827118,40.7567712
42430347,-73.9822537,40.7573902
42430350,-73.9817975,40.7580163
42430352,-73.981341,40.758645
42430356,-73.9808828,40.7592744
42430358,-73.9804176,40.7599106
42430361,-73.9799722,40.7605248
42430363,-73.9795104,40.7611595
42430367,-73.9790635,40.7617737
42430371,-73.9786085,40.7623991
42430375,-73.978141,40.7630416
42430378,-73.977693,40.7636495
42430384,-73.977196,40.764324
42430390,-73.9767052,40.7650041
42430394,-73.976244,40.7656797
42430468,-74.0030772,40.7283967
42430474,-73.9513807,40.7910474
42430477,-73.9496374,40.7903128
42430479,-73.9481549,40.7896902
42430482,-73.9465498,40.7890006
42430485,-73.9443285,40.7880579
42430488,-73.9419364,40.7870603
42430519,-74.0106317,40.7174635
42430521,-74.0100927,40.7174024
42430529,-74.0090579,40.7172851
42430535,-74.0034103,40.714128
42430550,-74.0070959,40.716013
42430557,-74.0083657,40.7166018
42430571,-74.0091078,40.716928
42430589,-74.0070034,40.7488871
42430594,-74.0060705,40.7501781
42430597,-74.0056251,40.7507915
42430600,-74.0051771,40.7514035
42430603,-74.0047223,40.7520312
42430607,-74.0038061,40.7532691
42430629,-74.0024719,40.7551193
42430633,-74.0019763,40.7557816
42430639,-74.0014797,40.7564426
42430643,-74.0010329,40.7570547
42430646,-74.0005846,40.7576744
42430651,-74.0001285,40.7582961
42430664,-73.9992994,40.7595545
42430669,-73.9988397,40.7601736
42430673,-73.9983478,40.760855
42430677,-73.9978087,40.7614939
42430680,-73.9973436,40.7621145
42430685,-73.99689,40.7627398
42430688,-73.9964368,40.7633667
42430691,-73.9959815,40.7639924
42430694,-73.9955216,40.7646184
42430698,-73.995066,40.7652498
42430704,-73.9946064,40.7658776
42430707,-73.9941564,40.7664978
42430713,-73.9936879,40.7671312
42430722,-73.9932376,40.767752
42430736,-73.992786,40.76837
42430739,-73.9923216,40.769017
42430742,-73.9918659,40.7696265
42430745,-73.9914051,40.7703218
42430747,-73.9909124,40.7709867
42430749,-73.9904508,40.7716133
42430761,-74.0051849,40.7294638
42430770,-74.004688,40.730321
42430782,-74.00446,40.730719
42430791,-74.0042257,40.7311289
42430796,-74.0037892,40.7318924
42430803,-74.0030292,40.7332265
42430805,-74.0028114,40.7336094
42430811,-74.002395,40.7343413
42430813,-74.0019681,40.7350811
42430818,-74.0016967,40.7355352
42430824,-74.0015452,40.7357944
42430828,-74.001095,40.736564
42430848,-74.0051183,40.7094091
42430857,-73.9955052,40.7334469
42430861,-73.993814,40.732731
42430872,-73.9903509,40.7312807
42430886,-73.9890529,40.7307238
42430898,-73.986812,40.729779
42430903,-73.9844396,40.7287826
42430914,-73.982228,40.727846
42430924,-73.979906,40.726866
42430938,-73.9775364,40.7258829
42430942,-73.975164,40.724877
42430945,-73.9735174,40.7241822
42430951,-73.937365,40.850645
42430973,-73.9753161,40.7178087
42430981,-73.9890814,40.7734893
42430983,-73.9886248,40.7741192
42430984,-73.9881703,40.7747427
42430985,-73.987711,40.7753723
42430989,-73.9872352,40.7760197
42431000,-73.9854454,40.7784773
42431002,-73.9849751,40.7791258
42431004,-73.9844806,40.7798127
42431005,-73.9839842,40.7804948
42431007,-73.9835232,40.7811287
42431008,-73.9830559,40.7817655
42431009,-73.9825964,40.7824008
42431015,-73.9821238,40.7830455
42431019,-73.9811697,40.7843536
42431024,-73.9802092,40.7856725
42431027,-73.9797464,40.786304
42431030,-73.979288,40.7869367
42431034,-73.9783631,40.7882037
42431037,-73.9778597,40.7888916
42431039,-73.9773679,40.7895635
42431044,-73.9769096,40.7901949
42431057,-73.9759966,40.7914429
42431067,-73.9755293,40.7920832
42431078,-73.9750829,40.7927
42431089,-73.9746223,40.7933289
42431094,-73.9741657,40.7939557
42431096,-73.9737051,40.794589
42431099,-73.9732163,40.7952567
42431102,-73.972717,40.7959381
42431104,-73.9722665,40.7965612
42431106,-73.9718028,40.7971932
42431107,-73.9713433,40.7978263
42431108,-73.970885,40.7984503
42431111,-73.9704265,40.7990793
42431113,-73.9699722,40.799705
42431116,-73.9695103,40.8003353
42431118,-73.9690527,40.8009668
42431121,-73.9681138,40.8023404
42431154,-74.0079644,40.7402946
42431156,-74.00896,40.7407313
42431165,-73.9936333,40.7272967
42431168,-73.9918576,40.7264167
42431177,-73.926502,40.860956
42431180,-73.928206,40.863614
42431186,-73.9603251,40.8039853
42431193,-73.9671331,40.8068579
42431200,-73.9510373,40.800073
42431201,-73.952508,40.800686
42431203,-73.9540205,40.801325
42431207,-73.9567756,40.8024899
42431210,-73.9582337,40.8031025
42431228,-73.922343,40.869459
42431230,-73.922145,40.86915
